doi,title,journal,year,url,status,info
10.35463/j.apr.2019.01.03,"ON THE STATUS OF THE COLLOSPHAERID RADIOLARIAN SPECIES SIPHONOSPHAERA BRACHYSIPHONIA DUMITRICĂ, 1978 AND SIPHONOSPHAERA ARKYS SU, 1982",Acta Palaeontologica Romaniae,2019,https://doi.org/10.35463/j.apr.2019.01.03,FAILED,not pdf content-type: application/json
10.1144/jmpaleo2012-023,Radiolarian researchers based in Italy during the late nineteenth and early twentieth centuries,Journal of Micropalaeontology,2014,https://jm.copernicus.org/articles/33/95/2014/jm-33-95-2014.pdf,OK,2.93MB
10.3390/min12121545,"Filling Characteristics of Radiolarian Siliceous Shell Cavities at Wufeng-Longmaxi Shale in Sichuan Basin, Southwest China",Minerals,2022,https://www.mdpi.com/2075-163X/12/12/1545/pdf?version=1669812461,FAILED,403 Client Error: Forbidden for url: https://www.mdpi.com/2075-163X/12/12/1545/pdf?version=1669812461
10.1016/j.quascirev.2020.106565,Life on the ice-edge: Paleoenvironmental significance of the radiolarian species Amphimelissa setosa in the northern hemisphere,Quaternary Science Reviews,2020,https://doi.org/10.1016/j.quascirev.2020.106565,FAILED,not pdf content-type: application/json
10.35463/j.apr.2022.02.06,VALANGINIAN RADIOLARIANS OF NE SARDINIA (ITALY) IN THE FRAME OF THE WEISSERT EVENT,Acta Palaeontologica Romaniae,2022,https://doi.org/10.35463/j.apr.2022.02.06,FAILED,not pdf content-type: application/json
10.1186/s40645-025-00753-z,New evaluation of vertical particulate organic carbon fluxes of submillimeter-sized phaeodarians in the mesopelagic twilight zone of the western North Pacific Ocean,Progress in Earth and Planetary Science,2025,https://progearthplanetsci.springeropen.com/counter/pdf/10.1186/s40645-025-00753-z,OK,4.34MB
10.12688/openreseurope.14983.1,Carbon and nitrogen uptake through photosynthesis and feeding by photosymbiotic Acantharia,Open Research Europe,2022,https://doi.org/10.12688/openreseurope.14983.1,FAILED,not pdf content-type: application/json
10.4454/ofioliti.v38i2.425,"NEOGENE RADIOLARIAN BIOSTRATIGRAPHY FROM ODP LEG 119, SITE 745",Ofioliti,2013,https://www.ofioliti.it/index.php/ofioliti/article/view/425,FAILED,not pdf content-type: text/html; charset=utf-8
10.1016/j.palaeo.2024.112345,"A revision of the Carnian/Norian boundary radiolarian assemblages: Insight from the biostratigraphic record of the Norian GSSP, Pizzo Mondello section (Sicily, Italy)",Palaeogeography Palaeoclimatology Palaeoecology,2024,https://doi.org/10.1016/j.palaeo.2024.112345,FAILED,not pdf content-type: application/json
10.4067/s0717-65382008000100010,RADIOLARIOS POLYCYSTINA (PROTOZOA: NASSELLARIA Y SPUMELLARIA) SEDIMENTADOS EN LA ZONA CENTRO-SUR DE CHILE (36°- 43° S),Gayana,2008,http://www.scielo.cl/pdf/gayana/v72n1/art10.pdf,FAILED,522 Server Error: <none> for url: https://www.scielo.cl/pdf/gayana/v72n1/art10.pdf
10.31857/s0031031x23030029,"On the Systematic Status of Genus &lt;i&gt;Bathropyramis&lt;/i&gt; Haeckel (Radiolaria, Nassellaria)",Палеонтологический журнал,2023,https://journals.rcsi.science/0031-031X/article/download/137096/115030,FAILED,"('Connection broken: IncompleteRead(8512 bytes read, 304802 more expected)', IncompleteRead(8512 bytes read, 304802 more expected))"
10.9795/bullgsj.67.81,"Jurassic radiolarians from the Ichinohe–Kunohe area (Iwate Prefecture) in the North Kitakami Belt, Japan",BULLETIN OF THE GEOLOGICAL SURVEY OF JAPAN,2016,https://www.jstage.jst.go.jp/article/bullgsj/67/3/67_81/_pdf,OK,5.68MB
10.1002/spp2.1581,"Radiolarian response to environmental changes at the Sinemurian–Pliensbachian transition in the Northern Calcareous Alps, Austria",Papers in Palaeontology,2024,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/spp2.1581,FAILED,403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/spp2.1581
10.9795/bullgsj.64.85,"Triassic to Middle Jurassic radiolarians from pelagic cherts in the Nanjō Mountains, Southwest Japan - Part 1. Imajō district",BULLETIN OF THE GEOLOGICAL SURVEY OF JAPAN,2013,https://doi.org/10.9795/bullgsj.64.85,FAILED,not pdf content-type: application/json
10.9795/bullgsj.64.151,"Triassic to Middle Jurassic radiolarians from pelagic chertsin the Nanjō Mountains, Southwest Japan – Part 2. Kanmuri Yama district",BULLETIN OF THE GEOLOGICAL SURVEY OF JAPAN,2013,https://doi.org/10.9795/bullgsj.64.151,FAILED,not pdf content-type: application/json
10.9795/bullgsj.55.335,"Jurassic radiolarians from chert and clastic rocks of the Chichibu Belt in the Toyohashi district, Aichi Prefecture, Southwest Japan.",BULLETIN OF THE GEOLOGICAL SURVEY OF JAPAN,2004,https://www.jstage.jst.go.jp/article/bullgsj/55/9-10/55_335/_pdf,OK,5.64MB
10.1016/j.jsames.2017.01.003,"Finding of two new radiolarian associations calibrated with ammonoids in the Vaca Muerta Formation (Late Jurassic–Early Cretaceous), Neuquén Basin, Argentina",Journal of South American Earth Sciences,2017,https://www.sciencedirect.com/science/article/pii/S0895981117300184,FAILED,403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S0895981117300184
10.5575/geosoc.111.170,"Early Jurassic radiolarians from the Chichibu Composite Belt in the Sannokou area, central Kii Peninsula, Southwest Japan",The Journal of the Geological Society of Japan,2005,https://www.jstage.jst.go.jp/article/geosoc/111/3/111_3_170/_pdf,OK,1.17MB
10.13130/2039-4942/5913,"CALLOVIAN RADIOLARIANS FROM THE LOWERMOST CALCARE SELCIFERO DI FONZASO AT PONTE SERRA (TRENTO PLATEAU, SOUTHERN ALPS, ITALY)",Riviste UNIMI (Università degli studi di Milano),2015,https://riviste.unimi.it/index.php/RIPS/article/view/5913,FAILED,not pdf content-type: text/html; charset=utf-8
10.9795/bullgsj.54.279,"Reexamination of radiolarian biochronology of the Shimizu Formation (Northern Chichibu Belt) in the Shimizu-Misato area, western Kii Peninsula,Southwest Japan.",BULLETIN OF THE GEOLOGICAL SURVEY OF JAPAN,2003,https://www.jstage.jst.go.jp/article/bullgsj/54/7-8/54_279/_pdf,OK,0.74MB
10.5026/jgeography.105.53,"Occurrence and Significance of Late Jurassic Radiolarians in Allochthonous Blocks of the Torinosu-type Limestone in the Northern Shimanto Terrane, Shikoku, Japan.",Journal of Geography (Chigaku Zasshi),1996,https://www.jstage.jst.go.jp/article/jgeography1889/105/1/105_1_53/_pdf,OK,3.00MB
10.1016/j.cretres.2020.104451,"New Albian (Cretaceous) radiolarian age constraints for the Dumak ophiolitic mélange from the Shuru area, Eastern Iran",Cretaceous Research,2020,https://www.sciencedirect.com/science/article/pii/S0195667119302708,FAILED,403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S0195667119302708
10.5575/geosoc.2013.0030,"Latest Late Jurassic to early Late Cretaceous radiolarians extracted from a gravel of the calcareous nodule originated from the basal conglomerate of the Pliocene Naarai Formation, Choshi area of Kanto Region, central Japan.",The Journal of the Geological Society of Japan,2013,https://www.jstage.jst.go.jp/article/geosoc/119/9/119_2013.0030/_pdf,OK,2.89MB
10.2973/odp.proc.sr.143.208.1995,"Data Report: Cenozoic Radiolarians from Leg 143, Hole 869A, Equatorial Pacific Ocean",Unknown,1995,https://doi.org/10.2973/odp.proc.sr.143.208.1995,FAILED,not pdf content-type: application/json
10.1144/jmpaleo2014-033,"Upper Cretaceous radiolarians reworked in the Eocene London Clay Formation, SE England",Journal of Micropalaeontology,2016,https://www.j-micropalaeontol.net/35/133/2016/jm-35-133-2016.pdf,OK,1.45MB
10.1016/j.revmic.2025.100841,"Paleoecology of Early Ladinian low-diversity radiolarian fauna from Mt. Svilaja (External Dinarides, Croatia)",Revue de Micropaléontologie,2025,https://doi.org/10.1016/j.revmic.2025.100841,FAILED,not pdf content-type: application/json
10.9795/bullgsj.55.303,"Triassic radiolarians from chert of the Chichibu Belt in the Toyohashi district,Aichi Prefecture, Southwest Japan.",BULLETIN OF THE GEOLOGICAL SURVEY OF JAPAN,2004,https://www.jstage.jst.go.jp/article/bullgsj/55/9-10/55_303/_pdf,OK,2.75MB
10.9795/bullgsj.72.359,"Radiolarians and foraminifers from the Omama Complex of Jurassic accretionary complex in the Ashio Mountains, central Japan",BULLETIN OF THE GEOLOGICAL SURVEY OF JAPAN,2021,https://www.jstage.jst.go.jp/article/bullgsj/72/4/72_359/_pdf,OK,5.43MB
10.35463/j.apr.2024.01.05,NEW MIDDLE TRIASSIC BELL-SHAPED NASSELLARIAN RADIOLARIA FROM ALPINE AND CARPATHIAN AREAS,Acta Palaeontologica Romaniae,2024,https://doi.org/10.35463/j.apr.2024.01.05,FAILED,not pdf content-type: application/json
10.1016/j.cub.2025.06.057,No consistent size responses in radiolarians to the climatic changes and mass extinctions during the Paleozoic-Mesozoic transition,Current Biology,2025,https://research-information.bris.ac.uk/en/publications/92277064-7373-4c0f-95f2-a4a7f331abdb,FAILED,403 Client Error: Forbidden for url: https://research-information.bris.ac.uk/en/publications/92277064-7373-4c0f-95f2-a4a7f331abdb
10.17632/6knkwdcxb6.1,"Radiolarian data from the submarine Vityaz Ridge, Northwest Pacific, for biostratigraphic and paleoceanographic reconstructions_Tables",Data Archiving and Networked Services (DANS),2021,https://doi.org/10.17632/6knkwdcxb6.1,FAILED,not pdf content-type: text/html; charset=utf-8
10.1111/pala.12672,A new method for extracting conodonts and radiolarians from chert with <scp>N</scp>a<scp>OH</scp> solution,Palaeontology,2023,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/pala.12672,FAILED,403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/pala.12672
10.1038/s41598-024-63755-9,A dilute sodium hydroxide technique for radiolarian extraction from cherts,Scientific Reports,2024,https://www.nature.com/articles/s41598-024-63755-9.pdf,OK,2.18MB
10.1017/jpa.2021.18,"Middle Ordovician (middle Darriwilian) Archaeospicularia and Entactinaria (radiolarians) from the Table Cove Formation, Piccadilly Quarry, Newfoundland, Canada",Journal of Paleontology,2021,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/AF99D441C920C75FA2235F2F6DC29B29/S0022336021000184a.pdf/div-class-title-middle-ordovician-middle-darriwilian-archaeospicularia-and-entactinaria-radiolarians-from-the-table-cove-formation-piccadilly-quarry-newfoundland-canada-div.pdf,OK,4.44MB
10.1017/jpa.2023.13,"Micro-CT analysis of Katian radiolarians from the Malongulli Formation, New South Wales, Australia, and implications for skeletogenesis",Journal of Paleontology,2023,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/9A941EA82D76621632EDFADE9F7298A7/S0022336023000136a.pdf/div-class-title-micro-ct-analysis-of-katian-radiolarians-from-the-malongulli-formation-new-south-wales-australia-and-implications-for-skeletogenesis-div.pdf,OK,1.74MB
10.9795/bullgsj.71.281,"Middle Jurassic radiolarians from the ammonite bearing Toyora Group, Yamaguchi Prefecture, Southwest Japan",BULLETIN OF THE GEOLOGICAL SURVEY OF JAPAN,2020,https://www.jstage.jst.go.jp/article/bullgsj/71/4/71_281/_pdf,OK,2.15MB
10.2973/odp.proc.sr.130.019.1993,"Cretaceous Radiolarians from the Ontong Java Plateau, Western Pacific, Holes 803D and 807C",Unknown,1993,https://doi.org/10.2973/odp.proc.sr.130.019.1993,FAILED,not pdf content-type: application/json
10.5281/zenodo.4465568,"Middle-Late Triassic radiolarian assemblages from chert clasts of the Excelsior Gulch conglomerate (Wallowa terrane, Oregon, U.S.A.)",Archive ouverte UNIGE (University of Geneva),2020,https://archive-ouverte.unige.ch/unige:148434,FAILED,not pdf content-type: text/html; charset=utf-8
10.1007/s00015-006-0602-5,An online micropaleontology database: Radiolaria.org,Eclogae Geologicae Helvetiae,2006,https://sjg.springeropen.com/counter/pdf/10.1007/s00015-006-0602-5,OK,0.26MB
10.9795/bullgsj.70.249,Development of Paleozoic - Mesozoic radiolarian research in the latter half of the 20th century in Japan,BULLETIN OF THE GEOLOGICAL SURVEY OF JAPAN,2019,https://www.jstage.jst.go.jp/article/bullgsj/70/1-2/70_249/_pdf,OK,0.57MB
10.4072/rbp.2013.2.02,"Benthic foraminifera, ostracods and radiolarians from the Lachman Crags Member (Santa Marta Formation), upper Santonian-lower Campanian (Upper Cretaceous) of James Ross Island, Antarctica",Revista Brasileira de Paleontologia,2013,https://doi.org/10.4072/rbp.2013.2.02,FAILED,not pdf content-type: application/json
10.17504/protocols.io.t5req56,Single cell rDNA amplification of Nassellaria (Radiolaria) v1,Unknown,,https://www.protocols.io/view/single-cell-rdna-amplification-of-nassellaria-radi-t5req56,FAILED,not pdf content-type: text/html; charset=utf-8
10.17504/protocols.io.xwvfpe6,Single cell rDNA amplification of Spumellaria (Radiolaria) v1,Unknown,,https://www.protocols.io/view/single-cell-rdna-amplification-of-spumellaria-radi-xwvfpe6,FAILED,not pdf content-type: text/html; charset=utf-8
10.17504/protocols.io.ug9etz6,Scanning Electron Microscopy imaging for Opaline Silica Single Cell Skeletons (Polycystines Radiolaria) v3,Unknown,,https://www.protocols.io/view/scanning-electron-microscopy-imaging-for-opaline-s-ug9etz6,FAILED,not pdf content-type: text/html; charset=utf-8
10.17504/protocols.io.t5qeq5w,Confocal Microscopy imaging for Opaline Silica Single Cell Skeletons (Polycystines Radiolaria) v1,Unknown,,https://www.protocols.io/view/confocal-microscopy-imaging-for-opaline-silica-sin-t5qeq5w,FAILED,not pdf content-type: text/html; charset=utf-8
10.17504/protocols.io.t5meq46,Scanning Electron Microscopy imaging for Opaline Silica Single Cell Skeletons (Polycystines Radiolaria) v1,Unknown,,https://www.protocols.io/view/scanning-electron-microscopy-imaging-for-opaline-s-t5meq46,FAILED,not pdf content-type: text/html; charset=utf-8
10.17504/protocols.io.bqeamtae,"Isolation of clean single-cell samples for physiological or molecular experiments (Radiolaria, Acantharia) v1",Unknown,,https://www.protocols.io/view/isolation-of-clean-single-cell-samples-for-physiol-bqeamtae,FAILED,not pdf content-type: text/html; charset=utf-8
10.17504/protocols.io.5kgg4tw,"Collect of Collodarian (Rhizaria, Radiolaria)  nuclei for genomic analyses v1",Unknown,,https://www.protocols.io/view/collect-of-collodarian-rhizaria-radiolaria-nuclei-5kgg4tw,FAILED,not pdf content-type: text/html; charset=utf-8
10.17504/protocols.io.bqvrmw56,"Isolation of clean single-cell samples for physiological or molecular experiments (Radiolaria, Acantharia) v2",Unknown,,https://www.protocols.io/view/isolation-of-clean-single-cell-samples-for-physiol-bqvrmw56,FAILED,not pdf content-type: text/html; charset=utf-8
10.1101/2024.10.02.614131,Diversity and evolution of Radiolaria: Beyond the stars of the ocean,Unknown,,https://syndication.highwire.org/content/doi/10.1101/2024.10.02.614131,FAILED,403 Client Error: Forbidden for url: https://syndication.highwire.org/content/doi/10.1101/2024.10.02.614131
10.1111/1462-2920.16004,Diversity and ecology of Radiolaria in modern oceans,Environmental Microbiology,2022,https://onlinelibrary.wiley.com/doi/pdf/10.1111/1462-2920.16004,FAILED,403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdf/10.1111/1462-2920.16004
10.1016/j.revmic.2025.100882,Paleozoic and Mesozoic Radiolaria: De Wever Type Collection,Revue de Micropaléontologie,2026,https://api.elsevier.com/content/article/PII:S0035159825000509?httpAccept=text/xml,FAILED,not pdf content-type: text/xml;charset=utf-8
10.1101/2020.06.29.176917,Morpho-molecular diversity and evolutionary analyses suggest hidden life styles in Spumellaria (Radiolaria),Unknown,,https://syndication.highwire.org/content/doi/10.1101/2020.06.29.176917,FAILED,403 Client Error: Forbidden for url: https://syndication.highwire.org/content/doi/10.1101/2020.06.29.176917
10.29017/scog.42.2.378,"NEW SPECIES OF RADIOLARIA FROM THE ISLAND OF BUTON, SOUTH EAST SULAWESI",Scientific Contributions Oil and Gas,2019,http://journal.lemigas.esdm.go.id/index.php/SCOG/article/viewFile/378/226,OK,1.89MB
10.1144/jm.2.1.31,The distribution of Recent Radiolaria in surficial sediments of the continental margin off northern Namibia,Journal of Micropalaeontology,1983,https://jm.copernicus.org/articles/2/31/1983/jm-2-31-1983.pdf,OK,1.25MB
10.21203/rs.3.rs-1091014/v1,"Micro- and Nanometric Characterization of the Celestite Skeleton of Acantharian Species (Radiolaria, Rhizaria)",Unknown,,https://www.researchsquare.com/article/rs-1091014/v1,FAILED,not pdf content-type: text/html; charset=utf-8
10.4236/ojg.2013.38048,Pleistocene Radiolaria from Leg 119 Site 738B (Sections 1H1-1H2): Systematics and Biostratigraphy,Open Journal of Geology,2013,http://www.scirp.org/journal/doi.aspx?DOI=10.4236/ojg.2013.38048,FAILED,not pdf content-type: text/html; charset=utf-8
10.1002/bies.70148,Unifying Retaria Research: A Common Framework for Studying Foraminifera and Radiolaria,BioEssays,2026,https://onlinelibrary.wiley.com/doi/pdf/10.1002/bies.70148,FAILED,403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdf/10.1002/bies.70148
10.1177/05529360251383224,"Upper-Quaternary Radiolaria from the Piston Core ABP-06, Indian Ocean: Taxonomy and biostratigraphy",Journal of the Palaeontological Society of India,2025,https://journals.sagepub.com/doi/pdf/10.1177/05529360251383224,FAILED,403 Client Error: Forbidden for url: https://journals.sagepub.com/doi/pdf/10.1177/05529360251383224
10.1051/matecconf/202440203007,"First evidence Jurassic-Cretaceous radiolaria in Menanga Formation, Lampung, Sumatra, Indonesia",MATEC Web of Conferences,2024,https://www.matec-conferences.org/10.1051/matecconf/202440203007/pdf,OK,0.75MB
10.5194/essd-2021-148,The Southern Ocean RADiolarian (SO-RAD) dataset: a new compilation of modern radiolarian census data,Unknown,,https://essd.copernicus.org/articles/13/5441/2021/essd-13-5441-2021-discussion.html,FAILED,not pdf content-type: text/html
10.1144/jmpaleo2012-026,Editorial: The legacy of early radiolarian taxonomists,Journal of Micropalaeontology,2014,https://jm.copernicus.org/articles/33/1/2014/jm-33-1-2014.pdf,OK,0.53MB
10.1144/jm.23.1.39,Late Neogene-Quaternary radiolarian biostratigraphy: a brief review,Journal of Micropalaeontology,2004,https://jm.copernicus.org/articles/23/39/2004/jm-23-39-2004.pdf,OK,0.24MB
10.2204/iodp.proc.329.202.2015,Data report: radiolarian occurrences at IODP Expedition 329 Site U1371,Proceedings of the IODP,2015,http://publications.iodp.org/proceedings/329/202/202_.htm,FAILED,not pdf content-type: text/html
10.32942/x2v359,Response to “Radiolarian evolution: Analytical challenges in estimating the diversity and origin of Nature’s stars”,Unknown,,https://ecoevorxiv.org/repository/object/10805/download/19827/,OK,0.72MB
10.5566/ias.2089,Geometrical Properties of Skeletal Structures of Radiolarian Genus Didymocyrtis,Image Analysis &amp; Stereology,2019,https://www.ias-iss.org/ojs/IAS/article/viewFile/2089/1110,OK,1.62MB
10.1007/s12542-022-00643-5,"Radiolarian cherts and associated siliceous rocks of the Rhenish Massif and Harz Mountains, lower Carboniferous (Mississippian), Germany",PalZ,2023,https://link.springer.com/content/pdf/10.1007/s12542-022-00643-5.pdf,OK,2.92MB
10.1016/j.dib.2022.108092,"Radiolarian data from the submarine Vityaz Ridge, Northwest Pacific, for biostratigraphic and paleoceanographic reconstructions",Data in Brief,2022,https://api.elsevier.com/content/article/PII:S235234092200292X?httpAccept=text/xml,FAILED,not pdf content-type: text/xml;charset=utf-8
10.14379/iodp.proc.349.203.2017,"Data report: radiolarian abundances from IODP Holes U1431D, U1432C, and U1433A, Expedition 349",Proceedings of the International Ocean Discovery Program,2017,http://publications.iodp.org/proceedings/349/ERR/CHAPTERS/349_203.pdf,OK,3.84MB
10.5194/egusphere-2024-3686,Faithful transfer of radiolarian silicon isotope signatures from water column to sediments in the South China Sea,Unknown,,https://egusphere.copernicus.org/preprints/2024/egusphere-2024-3686/,FAILED,not pdf content-type: text/html
10.3897/arphapreprints.e201191,Skeleton growth pattern of a late Cambrian - early Ordovician radiolarian species revealed by X-ray tomography; Paleobiological implications,Unknown,,https://preprints.arphahub.com/article/201191/download/pdf/,OK,0.42MB
10.3986/9789612545192,"Catalogue and Systematics of Pliensbachian, Toarcian and Aalenian Radiolarian Genera and Species",Unknown,2006,https://omp.zrc-sazu.si/zalozba/catalog/book/556,FAILED,not pdf content-type: text/html; charset=utf-8
10.1016/0377-8398(86)90017-4,The radiolarian fauna of western Norwegian fjords: Patterns of abundance in the plankton,Marine Micropaleontology,1986,https://api.elsevier.com/content/article/PII:0377839886900174?httpAccept=text/xml,FAILED,not pdf content-type: text/xml;charset=utf-8
10.51835/bsed.2024.50.1.455,Late Jurassic and Early Cretaceous Radiolarian Age Determinations from Timor-Leste,Berita Sedimentologi,2024,https://journal.iagi.or.id/index.php/FOSI/article/viewFile/455/434,OK,2.37MB
10.5194/cp-2020-76,"A new automated radiolarian image acquisition, stacking, processing, segmentation, and identification workflow",Unknown,,https://cp.copernicus.org/articles/16/2415/2020/cp-16-2415-2020-discussion.html,FAILED,not pdf content-type: text/html
10.5194/bg-22-3533-2025,Faithful transfer of radiolarian silicon isotope signatures from water column to sediments in the South China Sea,Biogeosciences,2025,https://bg.copernicus.org/articles/22/3533/2025/bg-22-3533-2025.pdf,OK,4.88MB
10.1144/jm.14.2.135,Pliocene–Pleistocene radiolarian and diatom biostratigraphy of ODP Hole 709C (equatorial Indian Ocean),Journal of Micropalaeontology,1995,https://jm.copernicus.org/articles/14/135/1995/jm-14-135-1995.pdf,OK,1.90MB
10.1080/27669645.2021.2003009,"An example of ridge-proximal hydrothermal mineralisation: evidence from radiolarian chert-hosted Fe-Mn-oxide mineralisation within the İzmir-Ankara-Erzincan Neotethyan Ocean, Central Turkey",All Earth,2021,https://www.tandfonline.com/doi/pdf/10.1080/27669645.2021.2003009,FAILED,403 Client Error: Forbidden for url: https://www.tandfonline.com/doi/pdf/10.1080/27669645.2021.2003009
10.5194/cpd-11-2977-2015,Expansion and diversification of high-latitude radiolarian   assemblages in the late Eocene linked to a cooling event in the   Southwest Pacific,Unknown,,https://cp.copernicus.org/preprints/11/2977/2015/cpd-11-2977-2015.pdf,OK,4.86MB
10.11646/mesozoic.1.3.13,"An Early Cretaceous radiolarian assemblage from the strata south to the Zhongba microterrane in the Zhongba area, southern Tibet",Mesozoic,2024,https://mapress.com/mz/article/download/mesozoic.1.3.13/54493,OK,19.15MB
10.1016/j.palaeo.2024.112398,Santonian-early Maastrichtian radiolarian biostratigraphy of the northern mainland coast of Arctic Canada,"Palaeogeography, Palaeoclimatology, Palaeoecology",2024,https://api.elsevier.com/content/article/PII:S0031018224003870?httpAccept=text/xml,FAILED,not pdf content-type: text/xml;charset=utf-8
10.7717/peerj.9976,Radiolarian assemblages in the shelf area of the East China Sea and Yellow Sea and their ecological indication of the Kuroshio Current derivative branches,PeerJ,2020,https://peerj.com/articles/9976.pdf,FAILED,403 Client Error: Forbidden for url: https://peerj.com/articles/9976.pdf
10.11646/mesozoic.1.3.16,A review of the radiolarian faunas in the Bangong-Nujiang Suture Zone: Implications for the tectonic evolution of the Mesotethys Ocean,Mesozoic,2024,https://mapress.com/mz/article/download/mesozoic.1.3.16/54496,OK,9.57MB
10.5194/jm-43-93-2024,"Diatom and radiolarian biostratigraphy in the Pliocene sequence of ODP Site 697 (Jane Basin, Atlantic sector of the Southern Ocean)",Journal of Micropalaeontology,2024,https://jm.copernicus.org/articles/43/93/2024/jm-43-93-2024.pdf,OK,7.41MB
10.11137/2006_1_484-485,"Foraminiferal, ostracode and radiolarian biostratigraphy of the Campanian-Maastrichtian and K/P boundary of synorogenic basins of Cuba",Anuário do Instituto de Geociências,2006,https://revistas.ufrj.br/index.php/aigeo/article/viewFile/6425/5022,OK,0.03MB
10.1134/s0869593824700308,Upper Jurassic and Lowermost Cretaceous Boreal Radiolarian Assemblages of Russia and Their Paleobiogeographic and Stratigraphic Significance: a Review,Stratigraphy and Geological Correlation,2025,https://link.springer.com/content/pdf/10.1134/S0869593824700308.pdf,OK,1.96MB
10.1134/s0869593826010016,Erratum to: Upper Jurassic and Lowermost Cretaceous Boreal Radiolarian Assemblages of Russia and Their Paleobiogeographic and Stratigraphic Significance: a Review,Stratigraphy and Geological Correlation,2026,https://link.springer.com/content/pdf/10.1134/S0869593826010016.pdf,OK,0.07MB
10.1016/s0377-8398(98)00029-2,Fine structure of the colonial radiolarian Collozoum serpentinum (Polycystinea: Spumellaria) with a reconsideration of its taxonomic status and re-establishment of the genus Collophidium (Haeckel),Marine Micropaleontology,1999,https://api.elsevier.com/content/article/PII:S0377839898000292?httpAccept=text/xml,FAILED,not pdf content-type: text/xml;charset=utf-8
10.21203/rs.3.rs-24663/v1,"Millennial-scale changes in sea-surface temperature and productivity along the Kuroshio–Oyashio boundary during MIS-19 based on the radiolarian record from the Chiba composite section, central Japan",Unknown,,https://www.researchsquare.com/article/rs-24663/v1,FAILED,not pdf content-type: text/html; charset=utf-8
10.21203/rs.3.rs-24663/v2,"Millennial-scale changes in sea-surface temperature and productivity along the Kuroshio–Oyashio boundary during MIS-19 based on the radiolarian record from the Chiba composite section, central Japan",Unknown,,https://www.researchsquare.com/article/rs-24663/v2,FAILED,not pdf content-type: text/html; charset=utf-8
10.1144/jm.3.1.33,"The Triassic radiolarian genus, &amp;lt;i&amp;gt;Triassocrucella&amp;lt;/i&amp;gt; gen. nov. and the Jurassic &amp;lt;i&amp;gt;Hagiastrum&amp;lt;/i&amp;gt; Haeckel, 1882",Journal of Micropalaeontology,1984,https://jm.copernicus.org/articles/3/5/1984/jm-3-5-1984.pdf,OK,0.97MB
10.1029/2025pa005165,Changes in the Indonesian Throughflow Since the Late Miocene Based on Radiolarian Assemblages From ODP Site 710 in the Western Tropical Indian Ocean: Implications of the Indo‐Pacific Gateway (Indonesian Seaway),Paleoceanography and Paleoclimatology,2026,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2025PA005165,FAILED,403 Client Error: Forbidden for url: https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2025PA005165
10.3389/fmars.2023.1135900,"Seasonal variations of siliceous microplankton fluxes and radiolarian assemblages linked to environmental conditions in Prydz Bay polynya, Eastern Antarctica",Frontiers in Marine Science,2023,https://www.frontiersin.org/articles/10.3389/fmars.2023.1135900/full,FAILED,not pdf content-type: text/html;charset=utf-8
10.1111/iar.70009,"Diatom and Radiolarian Biostratigraphy in the Vicinity of the 2011 Tohoku Earthquake Source Fault in
                    <scp>IODP</scp>
                    Hole 343‐
                    <scp>C0019E</scp>
                    of
                    <scp>JFAST</scp>",Island Arc,2025,https://onlinelibrary.wiley.com/doi/pdf/10.1111/iar.70009,FAILED,403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdf/10.1111/iar.70009
10.1088/1755-1315/212/1/012042,"Phenomenon of schistic breccia, autoclastic breccia and radiolarian chert, a Mesozoic tectonic trace in Bantimala Tectonic Complex Area, Pangkep Regency South Sulawesi Province",IOP Conference Series: Earth and Environmental Science,2018,http://stacks.iop.org/1755-1315/212/i=1/a=012042/pdf,FAILED,not pdf content-type: text/html; charset=utf-8
10.4467/16890027ap.21.001.14061,"Notes on the Occurrence of Tintinnid Ciliates, and the Nasselarian Radiolarian Amphimelissa setosa of the Marine Microzooplankton, in the Chukchi Sea (Arctic Ocean) Sampled each August from 2011 to 2020",Acta Protozoologica,2021,https://www.ejournals.eu/pliki/art/19560/,OK,23.83MB
10.1186/s40645-025-00706-6,Review of radiolarian microfossils as a tool for reconstructing sea surface temperature of the past in the Northwest Pacific,Progress in Earth and Planetary Science,2025,https://link.springer.com/content/pdf/10.1186/s40645-025-00706-6.pdf,OK,6.62MB
